ECLI,Ref_ECLI,Anchor text,Paragraph
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save," bepalingen II.1.9 en IV.4.4 van de Corporate Governance Code in strijd zou zijn met de bepalingen van Boek 2 BW omtrent het vergader- en agenderingsrecht, of met de statuten van Cryo-Save. De genoemde bepalingen hebben immers geenszins als effect dat een aandeelhouder van zijn wettelijke vergader- of agenderingsrecht wordt afgehouden; zij voorzien slechts in een uitwerking van het (ook in artikel 2:8 BW tot uitdrukking gebrachte) principe dat een aandeelhouder zich ten opzichte van de vennootschap, haar organen en zijn medeaandeelhouders gedraagt naar maatstaven van redelijkheid en billijkheid, waaronder de bereidheid om een dialoog met het bestuur van de vennootschap aan te gaan indien hij het voornemen heeft in de algemene vergadering van aandeelhouders de agendering te verzoeken van een onderwerp dat kan leiden tot wijziging van de strategie van de vennootschap. Het inroepen van de responstijd strekt er in dit verband toe het bestuur een zekere termijn te gunnen om zich te bezinnen op de voornemens van de desbetreffende aandeelhouder en te bezien hoe die voornemens zich verhouden tot mogelijke alternatieven. Naar hiervoor is overwogen kan niet worden geoordeeld dat het bestuur van Cryo-Save daartoe op 3 juni 2013 onvoldoende aanleiding had."
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save, bepaling IV.4.4 hebben Amar c.s. de door het bestuur van Cryo-Save ingeroepen responstijd in beginsel te respecteren. Dit wordt niet anders doordat de bepalingen van de Corporate Governance Code en de naleving daarvan niet gelden voor (de 
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"In de eerste plaats stelt de Ondernemingskamer vast dat zij geen aanleiding heeft te veronderstellen dat de responstijd door het bestuur niet is en wordt gebruikt voor het doel waarvoor deze is ingeroepen. Amar c.s. hebben niet betwist dat, zoals Cryo-Save heeft gesteld (zie 3.6), kort na het inroepen van de responstijd is aangevangen met het zoeken naar een nieuwe CEO en naar een strategische of financiële partner voor Cryo-Save. Uit het dossier blijkt voorts genoegzaam dat het bestuur steeds bereid is geweest tot constructief overleg met Amar c.s. en daartoe ook eigener beweging de dialoog met Amar c.s. is aangegaan. Amar c.s. hebben ook niet gesteld dat dit anders zou zijn."
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"Amar c.s. hebben echter aangevoerd dat Cryo-Save geen belang heeft bij handhaving van de responstijd omdat (i) haar financiële situatie nijpend is en de vennootschap thans voor onbepaalde tijd zonder CEO zit, (ii) de BAvA en de daarvoor geagendeerde voorstellen losstaan van eventuele besprekingen omtrent de samenwerking tussen Salveo en Cryo-Save en de enkele benoeming van Amar niet tot een strategiewijziging kan leiden althans Amar heeft bevestigd dat hij geen strategiewijziging beoogt, en (iii) van een conflicterend belang van Amar als CEO van Cryo-Save geen sprake is of zal zijn."
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"Cryo-Save heeft betwist dat haar financiële toestand, hoewel niet rooskleurig, zo nijpend is als Amar c.s. stellen. Anders dan Amar c.s. hebben gesteld, is Cryo-Save solvabel en staat zij niet aan de rand van een faillissement, schiet haar liquiditeitspositie evenmin tekort en kan zij haar crediteuren op de gebruikelijke wijze voldoen. Er zijn maatregelen genomen om te voorkomen dat de vennootschap beneden haar minimum kasreservepositie komt (de kasreserve van Cryo-Save was ten tijde van de terechtzitting circa € 5,1 miljoen, hetgeen weliswaar lager is dan de stand ultimo 2012 van circa € 7 miljoen, doch niettemin vooralsnog voldoende) en ook overigens worden met behulp van adviseurs plannen uitgewerkt en geïmplementeerd om de financiële situatie te verbeteren. Tegenover deze gemotiveerde betwisting door Cryo-Save, welke de Ondernemingskamer niet bij voorbaat onaannemelijk voorkomt, hebben Amar c.s. hun andersluidende stellingen niet voldoende (concreet) toegelicht en aannemelijk gemaakt. Daarvoor is in elk geval onvoldoende dat E. Mattil op 10 juli 2013 in een interne e-mail heeft gezegd dat de resultaten over juni 2013 zeer teleurstellend waren en dat “"
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"” Tot de conclusie die Amar c.s. kennelijk mede uit dit interne memo trekken, dat de vennootschap “hard op weg is naar haar ondergang”, noopt het naar het oordeel van de Ondernemingskamer niet. De overige tegen de financiële administratie van Cryo-Save aangevoerde bedenkingen maken dit niet anders. "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"Cryo-Save heeft omstandig uiteengezet dat E. Mattil een indrukwekkende staat van dienst heeft in de farmaceutische en biotechnische industrie, dat zij bij diverse grote (al of niet beursgenoteerde) ondernemingen in die sector hoge managementfuncties heeft bekleed, dat zij de functie van interim CEO thans naar volle tevredenheid vervult en dat zij een serieuze kandidaat is voor de positie van (permanente) nieuwe CEO van Cryo-Save. Amar c.s. hebben geen steekhoudende argumenten aangedragen op grond waarvan aan de juistheid van het voorgaande zou moeten worden getwijfeld. Nu voorts Mattil rapporteert aan het bestuur van Cryo-Save en zij uit dien hoofde, evenals bij andere (Amerikaanse) vennootschappen met een "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"Wat de in 3.13 sub (ii) vermelde argument (de door Amar c.s. belegde BAvA strekt niet tot een wijziging van de strategie) betreft, verwijst de Ondernemingskamer in de eerste plaats naar hetgeen in 3.7 hiervoor is overwogen. Aannemelijk is dat ook - uitsluitend - een eventuele benoeming van Amar tot uitvoerend bestuurder/CEO van Cryo-Save kan leiden tot de aldaar bedoelde strategiewijziging. Op die grond is het handhaven van de responstijd dan ook gerechtvaardigd te achten. Daaraan zij hier nog toegevoegd dat ook hetgeen is vermeld in 2.15 en 2.23 de Ondernemingskamer geen aanleiding geeft op dit punt tot een ander oordeel te komen. Zowel uit de brief van 6 juni 2013 als uit die van 22 juli 2013 kan worden opgemaakt dat Amar als CEO een nieuwe bedrijfsvisie zal meebrengen en ontwikkelen en dat niet is uit te sluiten dat daartoe behoort de acquisitie van de stamcelactiviteiten van Salveo. Bij dit alles is in aanmerking te nemen dat, gegeven het conflicterende belang van Amar, een bijzondere terughoudendheid van de kant van Cryo-Save gerechtvaardigd is (temeer nu Amar c.s. zich twee keer, op 20 juni 2013 en op 22 juli 2013, om onduidelijke redenen, althans op onvoldoende begrijpelijke gronden, uit een bereikt compromis hebben teruggetrokken). Onder deze omstandigheden valt het de uitvoerende bestuurders niet aan te rekenen dat zij de mededeling “"
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"” verbonden is met de wens van Amar om CEO van Cryo-Save te worden (zie de brief van 12 juni 2013), niet althans niet zonder méér geloofwaardig achten. Van aanvang af en meermalen, ook ná 3 juni 2013, hebben de bestuurders om toelichting en additionele informatie verzocht (onder meer in de brieven van 10 en 25 juni 2013 en van 10 en 19 juli 2013) doch deze ondanks herhaalde toezeggingen tot op de dag van de terechtzitting niet ontvangen. Het heeft aldus op de weg van Amar c.s. gelegen om openheid te verschaffen. Dat hebben zij verzuimd."
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"De stelling dat aan de kant van Amar, in diens eventuele hoedanigheid van CEO van Cryo-Save, geen sprake is (of op 9 september 2013 zal zijn) van een conflicterend belang, kan niet worden aanvaard. Immers, Amar zal hoe dan ook (indirect) grootaandeelhouder in de beide concurrerende ondernemingen blijven (in Salveo houdt hij bijna 50% en in Cryo-Save bijna 30%), waarbij thans niet een voldoende inzicht bestaat in wie de overige circa 50% in Salveo Biotechnology S.A. houdt of houden. Nu hij kennelijk zelfstandig heeft kunnen besluiten om de aandelen in de operationele Salveo Biotechnology dochtervennootschappen in Salveo Biotechnology S.A. onder te brengen, moeten ernstige vraagtekens worden geplaatst bij de gestelde omvang van Amars feitelijke zeggenschap in de laatstgenoemde vennootschap. Dat noch Salveo Holding, noch Amar een bestuurder van Salveo Biotechnology S.A. is, maakt dit niet anders. "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"Op grond van hetgeen hiervoor is overwogen acht de Ondernemingskamer het niet gerechtvaardigd dat de responstijd thans, door het houden van de door Amar c.s. bijeengeroepen BAvA van 9 september 2013, wordt doorbroken. Het moet, daarentegen, bepaaldelijk in het belang van Cryo-Save en de met haar verbonden onderneming en (overige) betrokkenen worden geacht dat haar bestuur de kans krijgt om de responstijd verder en zonodig voor de volle termijn van 180 dagen te benutten. Bezien moet worden of partijen het overleg op constructieve wijze kunnen voortzetten en alsnog een gezamenlijk standpunt of een aanvaardbaar compromis bereikt kan worden. Zulks kan in ieder geval niet uitgesloten worden geacht. Voorts is het in het vennootschappelijk belang van Cryo-Save te achten dat het bestuur zich nader op de ontstane situatie kan beraden en binnen de resterende responstijd alternatieven kan ontwikkelen voor de voorstellen van Amar c.s. (zoals het vinden van een strategische of financiële partner om binnen de bestaande strategie tot een bedrijfseconomische "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save," te komen; naar namens Cryo-Save ter terechtzitting is verklaard, is dit “ambitieus maar haalbaar”). "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"Cryo-Save heeft gesteld dat het optreden en de gedragingen van Amar c.s. sinds hun toetreden als aandeelhouders, over het geheel genomen en in onderling verband en samenhang bezien, redenen opleveren om aan een juiste gang van zaken bij Cryo-Save te twijfelen. Zij heeft hiervoor gewezen op (naast hetgeen zij hierboven heeft aangevoerd, onder meer) de ‘open brief’ van Amar op de website van Salveo, het benaderen door Amar van managers van Cryo-Save, diens (intimiderende) pogingen zich toegang te verschaffen tot het laboratorium van Cryo-Save in België en de opstelling van Amar en van medewerkers van Salveo jegens cliënten van Cryo-Save. Gelet hierop en gezien hetgeen omtrent het optreden en de gedragingen van Amar c.s. overigens uit de gedingstukken naar voren komt, alsmede hetgeen terzake onder de feiten is opgenomen, is de Ondernemingskamer voorlopig van oordeel dat er gegronde redenen zijn om te twijfelen aan een juiste gang van zaken bij Cryo-Save. "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"De slotsom op grond van al hetgeen hiervoor is overwogen en rekening houdend met de belangen van alle betrokken partijen, is, dat de huidige toestand van Cryo-Save naar het oordeel van de Ondernemingskamer noopt tot het treffen van een onmiddellijke voorziening zoals door Cryo-Save verzocht, bestaande (nu daarvoor geen andere punten dan hiervoor besproken, zijn geagendeerd) uit de verdaging van de BAvA van 9 september 2013 zoals hierna in het dictum vermeld. De door Amar c.s. verzochte onmiddellijke voorzieningen zullen niet worden getroffen reeds nu het verzoek daartoe, in het licht van de thans lopende responstijd, prematuur voorkomt. Ook voor het treffen van meer of andere onmiddellijke voorzieningen ziet de Ondernemingskamer - vooralsnog - geen aanleiding. "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"De Ondernemingskamer zal iedere beslissing omtrent de verzoeken van Cryo-Save en Amar c.s. voor zover deze strekken tot het gelasten van een enquête, aanhouden. "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,Cryo-Save,"verdaagt, bij wijze van onmiddellijke voorziening, de door Salveo Holding S.A., gevestigd te Luxemburg, bijeengeroepen buitengewone algemene vergadering van aandeelhouders van Cryo-Save Group N.V., gevestigd te Amsterdam, van 9 september 2013 tot 20 november 2013 (zijnde de dag ná de datum van het verstrijken van de door Cryo-Save Group N.V. ingeroepen responstijd) dan wel tot een dag, zoveel eerder als de datum van het eerdere beëindigen van de lopende responstijd door Cryo-Save Group N.V.; "
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,CRYO-SAVE,Beschikking van de Ondernemingskamer van 6 september 2013; CRYO-SAVE GROUP N.V. / Frédéric AMAR C.S.
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,CRYO-SAVE,"CRYO-SAVE GROUP N.V.,"
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,CRYO-SAVE,"CRYO-SAVE GROUP N.V.,"
ECLI:NL:GHAMS:2013:2836,ECLI:NL:GHAMS:2013:2836,CRYO-SAVE,"CRYO-SAVE GROUP N.V.,"
ECLI:NL:RBNHO:2013:8559,ECLI:NL:RBNHO:2013:8559,ECLI:NL:RBNHO:2013:8559,ECLI:NL:RBNHO:2013:8559
ECLI:NL:RBNHO:2013:12542,ECLI:NL:RBNHO:2013:12542,ECLI:NL:RBNHO:2013:12542,ECLI:NL:RBNHO:2013:12542
ECLI:NL:GHARL:2014:4289,ECLI:NL:GHARL:2014:4289,ECLI:NL:GHARL:2014:4289,"""Een gebeurtenis"" als bedoeld in de Aanwijzing administratiefrechtelijke handhaving verkeersvoorschriften. Tussenarrest: zie ECLI:NL:GHARL:2014:4289"
ECLI:NL:CRVB:2014:4125,ECLI:NL:CRVB:2014:4125,ECLI:NL:CRVB:2014:4125,"Deze uitspraak is gerectificeerd met ECLI:NL:CRVB:2014:4125  en komt in de plaats van ECLI:NL:CRVB:2014:2342. Ter uitvoering van de tussenuitspraak (11/3796 WSF, ECLI:NL:CRVB:2013:CA1129) heeft appellant studiefinanciering toegekend en een vergoeding toegekend, omdat betrokkene ten onrechte niet heeft beschikt over een OV-recht. Voor zover de wetgever al heeft beoogd voor schade die samenhangt met het reisrecht een forfaitaire beperking van de aansprakelijkheid tot stand te brengen, is deze onvoldoende expliciet verankerd. Appellant zal alsnog aan de hand van de toegezonden treinkaartjes moeten beslissen over de hoogte van de vergoeding van de door betrokkene geleden schade."
ECLI:NL:RBMNE:2014:3445,ECLI:NL:RBMNE:2014:3445,"16-711925-11, waaruit blijkt dat verdachte op 8 augustus 2014 door de rechtbank Midden-Nederland","- het strafdossier onder parketnummer 16-711925-11, waaruit blijkt dat verdachte op 8 augustus 2014 door de rechtbank Midden-Nederland onder andere is veroordeeld ter zake van "
ECLI:NL:RBAMS:2014:9560,ECLI:NL:RBAMS:2014:9560,ECLI:NL:RBAMS:2014:9560,PROMIS.  Verdachte en medeverdachte hebben samen een brandend pallet vanaf het balkon op de tweede verdieping van een studentenflat naar beneden gegooid. Ten gevolge daarvan is op het onderliggende balkon brand ontstaan. Die brand ontwikkelde zich in een kort tijdsbestek tot een brand met uitslaande vlammen en een enorme zwarte rookontwikkeling tot aan de achtste etage. Verdachten hebben geen pogingen ondernomen om de bewoners van de flat te behoeden voor de brand of het verstikkingsgevaar. Door de oplettendheid van ter plaatse aanwezige omstanders en verbalisanten is de studentenflat tijdig door de brandweer ontruimd en is de schade – relatief – beperkt gebleven. De rechtbank leidt uit de proceshouding van verdachte af dat verdachte zich volledig verantwoordelijk acht voor zijn handelen. Verdachte is niet eerder veroordeeld voor soortgelijke feiten en zowel het recidiverisico als het risico op letselschade wordt door de reclassering ingeschat als laag of niet aanwezig. Verdachte wordt veroordeeld tot de maximale taakstraf van 240 uren. Zie ook: ECLI:NL:RBAMS:2014:9560
ECLI:NL:GHDHA:2014:3759,ECLI:NL:GHDHA:2014:3759,ECLI:NL:GHDHA:2014:3759,"Van de derde verdachte  kan niet worden vastgesteld dat hij een relevante bijdrage aan de beroving leverde, derhalve vrijspraak van dat feit (ECLI:NL:GHDHA:2014:3759)"
ECLI:NL:GHDHA:2014:3760,ECLI:NL:GHDHA:2014:3760,ECLI:NL:GHDHA:2014:3760,"Het hof acht (anders dan de rechtbank) bewezen dat één van de drie verdachten het dodelijke schot loste (ECLI:NL:GHDHA:2014:3760). Eén verdachte, die daarbij aanwezig was, wordt als mededader aangemerkt omdat hij vervolgens het tasje met geld meenam (ECLI:NL:GHDHA:2014:3761). Straffen tien respectievelijk zes jaren. "
ECLI:NL:GHDHA:2014:3761,ECLI:NL:GHDHA:2014:3761,ECLI:NL:GHDHA:2014:3761,"Het hof acht (anders dan de rechtbank) bewezen dat één van de drie verdachten het dodelijke schot loste (ECLI:NL:GHDHA:2014:3760). Eén verdachte, die daarbij aanwezig was, wordt als mededader aangemerkt omdat hij vervolgens het tasje met geld meenam (ECLI:NL:GHDHA:2014:3761). Straffen tien respectievelijk zes jaren. "
ECLI:NL:RBGEL:2014:8092,ECLI:NL:RBGEL:2014:8092,Ecli RBGEL 2014:8092,zie ook Ecli RBGEL 2014:8092
ECLI:NL:RBMNE:2015:9436,ECLI:NL:RBMNE:2015:9436,ECLI:NL:RBMNE:2015:9436,"De vonnissen ECLI:NL:RBMNE:2015:9436 en ECLI:NL:RBMNE:2015:9449 vormen elkaar spiegelbeeld. Het gaat hier om een geschil tussen de verhuurder en de huurder van horecaruimte. Onduidelijk is wie als contractspartij van de huurder moet worden aangemerkt, De BV of de [naam VOF]. Het tussenvonnnis gaat over contractsoverneming ex artikel 6:159 BW. De centrale vraag voor wie hier als bevoegde procespartij heeft te gelden is of ten tijde van de wijziging van de bedrijfsstructuur in januari 2011 of daarna sprake is geweest van contractsoverneming als bedoeld in artikel 6:159 BW, in die zin dat niet langer de V.O.F. maar [bedrijf X] of [eiseres/naam B.V. 1] als verhuurder van de bedrijfsruimte en verpachter van de onderneming moet worden aangemerkt. Blijkens artikel 6:159 BW is voor contractsoverneming in de eerste plaats nodig een akte waarbij de overdrager zijn rechtsverhouding tot een derde aan de overnemer overdraagt. Voor contractsoverneming is echter ook nodig dat de derde in dit geval de huurder aan de overdracht van de rechtsverhouding (de huurovereenkomst en pachtovereenkomst) haar medewerking heeft verleend. Partijen worden in de gelegenheid gesteld zich hierover uit te laten."
ECLI:NL:RBMNE:2015:9449,ECLI:NL:RBMNE:2015:9449,ECLI:NL:RBMNE:2015:9449,"De vonnissen ECLI:NL:RBMNE:2015:9436 en ECLI:NL:RBMNE:2015:9449 vormen elkaar spiegelbeeld. Het gaat hier om een geschil tussen de verhuurder en de huurder van horecaruimte. Onduidelijk is wie als contractspartij van de huurder moet worden aangemerkt, De BV of de [naam VOF]. Het tussenvonnnis gaat over contractsoverneming ex artikel 6:159 BW. De centrale vraag voor wie hier als bevoegde procespartij heeft te gelden is of ten tijde van de wijziging van de bedrijfsstructuur in januari 2011 of daarna sprake is geweest van contractsoverneming als bedoeld in artikel 6:159 BW, in die zin dat niet langer de V.O.F. maar [bedrijf X] of [eiseres/naam B.V. 1] als verhuurder van de bedrijfsruimte en verpachter van de onderneming moet worden aangemerkt. Blijkens artikel 6:159 BW is voor contractsoverneming in de eerste plaats nodig een akte waarbij de overdrager zijn rechtsverhouding tot een derde aan de overnemer overdraagt. Voor contractsoverneming is echter ook nodig dat de derde in dit geval de huurder aan de overdracht van de rechtsverhouding (de huurovereenkomst en pachtovereenkomst) haar medewerking heeft verleend. Partijen worden in de gelegenheid gesteld zich hierover uit te laten."
ECLI:NL:RBOVE:2015:1448,ECLI:NL:RBOVE:2015:1448,ECLI:NL:RBOVE:2015:1448,Zie ook kort geding-vonnis onder ECLI:NL:RBOVE:2015:1448
ECLI:NL:RBMNE:2015:5627,ECLI:NL:RBMNE:2015:5627,"16/700836-14, waaruit blijkt dat veroordeelde op 28 april 2015 door de rechtbank Midden-Nederland","- het strafdossier onder parketnummer 16/700836-14, waaruit blijkt dat veroordeelde op 28 april 2015 door de rechtbank Midden-Nederland is veroordeeld ter zake van (onder andere) het opzettelijk handelen in strijd met het in artikel 3, onder C, van de Opiumwet gegeven verbod, tot de in die uitspraak vermelde straf;"
ECLI:NL:RBMNE:2015:9434,ECLI:NL:RBMNE:2015:9434,ECLI:NL:RBMNE:2015:9434,"De vonnissen van 10 juni 2015 vormen elkaars spiegelbeeld. In het vonnis ECLI:NL:RBMNE:2015:9434 is de niet ontvankelijkheid uitgesproken. Artikel 6:159 BW. Niet voldaan aan het schriftelijkheidsvereiste van de overgang van de VOF naar [naam B.V.]. Wel voldaan aan schriftelijkheidsvereiste van overdracht van [naam B.V.] aan [eiseres], maar niet voldaan aan instemmingsvereiste van de huurder bij die overgang."
ECLI:NL:RVS:2015:2016,ECLI:NL:RVS:2015:2016,de Afdeling bestuursrechtspraak van de Raad van State van 19 juni 2015 in zaak nr. 201408471/1/V2,Bijlage bij de uitspraak van de Afdeling bestuursrechtspraak van de Raad van State van 19 juni 2015 in zaak nr. 201408471/1/V2.
ECLI:NL:CRVB:2015:3047,ECLI:NL:CRVB:2015:3047,ECLI:NL:CRVB:2015:3047,"Uitspraak tot rectificatie van de uitspraak van de Raad van 20 mei 2015, 13/5321 BABW ECLI:NL:CRVB:2015:3047, zie ECLI:NL:CRVB:2015:3048 voor de gerectificeerde tekst."
ECLI:NL:RBAMS:2015:9682,ECLI:NL:RBAMS:2015:9682,ECLI:NL:RBAMS:2015:9682,"Huur woonruimte in verbouwde voormalige [gebouw]. Geschil over de vraag of er sprake is van gebreken en zo ja of dit gevolgen moet hebben voor de huurprijs. Geoordeeld wordt dat er sprake is van een combinatie van omstandigheden, bestaande uit het afwezig zijn van adequate zonwering die de instraling van zonlicht en de daardoor veroorzaakte (te grote) opwarming kan voorkomen, en uit onvolkomenheden in het ventilatiesysteem. Huurprijsverlaging. Voor tussenvonnis zie ECLI:NL:RBAMS:2015:9682."
ECLI:NL:RVS:2015:3981,ECLI:NL:RVS:2015:3981,201504265/1/R6. Datum uitspraak: 23 december 2015,201504265/1/R6. Datum uitspraak: 23 december 2015
ECLI:NL:RBOVE:2016:494,ECLI:NL:RBOVE:2016:494,ECLI:NL:RBOVE:2016:494,"Een veehouder uit de gemeente Dongeradeel is veroordeeld tot 18 maanden celstraf voor het invoeren van verboden groeihormonen voor dieren. De man voerde welbewust telkens pakketten van ongeveer 5 kilogram van het verboden groeihormoon 17 beta-oestradiol uit China naar Nederland in. Om de inhoud te verdoezelen kregen de pakketten andere, onschuldige benamingen. De medeverdachte in deze strafzaak, de dochter, is vrijgesproken. Zie ECLI:NL:RBOVE:2016:494."
ECLI:NL:HR:2003:AH9924,ECLI:NL:HR:2003:AH9924,30 september 2003 Strafkamer nr. 00131/03 B LR/ABG Hoge Raad der Nederlanden,"30 september 2003 Strafkamer nr. 00131/03 B LR/ABG Hoge Raad der Nederlanden Beschikking op het beroep in cassatie tegen een beschikking van de Rechtbank te Roermond van 24 december 2002, nummer RK 00/88, op een beklag als bedoeld in artikel 552a van het Wetboek van Strafvordering, ingediend door: [klager], geboren te [geboorteplaats] op [geboortedatum] 1964, wonende te Venlo. 1. De bestreden beschikking..."
ECLI:NL:HR:2003:AF9665,ECLI:NL:HR:2003:AF9665,30 september 2003 Strafkamer nr. 02259/02 EdK/SM Hoge Raad der Nederlanden,"30 september 2003 Strafkamer nr. 02259/02 EdK/SM Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te Arnhem van 4 september 2002, nummer 21/000134-02, in de strafzaak tegen:"
ECLI:NL:HR:2003:AL6140,ECLI:NL:HR:2003:AL6140,30 september 2003 Strafkamer nr. 02562/02 H SM Hoge Raad der Nederlanden,"30 september 2003 Strafkamer nr. 02562/02 H SM Hoge Raad der Nederlanden Arrest op een aanvraag tot herziening van een in kracht van gewijsde gegaan arrest van het Gerechtshof te Amsterdam, nr. 232323-84, van 13 mei 1985, ingediend door mr. G.G.J. Knoops, advocaat te Amsterdam, namens: [aanvrager], geboren te [geboorteplaats] op [geboortedatum] 1944, wonende te [woonplaats]. 1. De uitspraak waarvan herziening is gevraagd..."
ECLI:NL:HR:2003:AF8743,ECLI:NL:HR:2003:AF8743,30 september 2003 Strafkamer nr. 01575/02 ES/SM Hoge Raad der Nederlanden,"30 september 2003 Strafkamer nr. 01575/02 ES/SM Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te 's-Hertogenbosch van 4 december 2001, nummer 20/001392-01, in de strafzaak tegen:"
ECLI:NL:HR:2003:AH9995,ECLI:NL:HR:2003:AH9995,30 september 2003 Strafkamer nr. 02546/02 IV/SM Hoge Raad der Nederlanden,"30 september 2003 Strafkamer nr. 02546/02 IV/SM Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te Amsterdam van 30 mei 2002, nummer 23/001199-01, in de strafzaak tegen: [verdachte], geboren op [geboorteplaats] (Nederlandse Antillen) op [geboortedatum] 1960, wonende op [woonplaats] (Nederlandse Antillen). 1. De bestreden uitspraak ..."
ECLI:NL:HR:2003:AF9462,ECLI:NL:HR:2003:AF9462,31 oktober 2003 Eerste Kamer Nr. C02/281HR JMH/AT Hoge Raad der Nederlanden,"31 oktober 2003 Eerste Kamer Nr. C02/281HR JMH/AT Hoge Raad der Nederlanden  Arrest in de zaak van: de coöperatie COÖPERATIEVE RABOBANK ""IJSSELMOND"" U.A., gevestigd te Kampen, EISERES tot cassatie, advocaat: mr. J. de Bie Leuveling Tjeenk, t e g e n ALDI OMMEN B.V., gevestigd te Ommen, VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instanties..."
ECLI:NL:GHSHE:2004:AR5205,ECLI:NL:GHSHE:2004:AR5205,"Hof Den Bosch, 30 september 2004, R200400343","Hof Den Bosch, 30 september 2004, R200400343"
ECLI:NL:RBOVE:2016:1805,ECLI:NL:RBOVE:2016:1805,ECLI:NL:RBOVE:2016:1805,Zie ECLI:NL:RBOVE:2016:1805 voor de uitspraak in de zaak van de medeverdachte.
ECLI:NL:HR:2003:AL8168,ECLI:NL:HR:2003:AL8168,31 oktober 2003 Eerste Kamer Nr. C02/234HR AT Hoge Raad der Nederlanden,"31 oktober 2003 Eerste Kamer Nr. C02/234HR AT Hoge Raad der Nederlanden Arrest in de zaak van: 1. [Eiseres 1], 2. [Eiser 2], in hun hoedanigheid van ouders en wettelijk vertegenwoordigers van [betrokkene 1], beiden wonende te [woonplaats], EISERS tot cassatie, advocaat: mr. J. van Duijvendijk-Brand, t e g e n 1. [Verweerder 1], wonende te [woonplaats], 2. de rechtspersoonlijkheid bezittende VERENIGING VOOR CHRISTELIJK WETENSCHAPPELIJK ONDERWIJS, EXPLOITERENDE HET ACADEMISCH ZIEKENHUIS DER VRIJE UNIVERSITEIT ""AZVU"", gevestigd te Amsterdam, VERWEERDERS in cassatie, "
ECLI:NL:HR:2005:AR7928,ECLI:NL:HR:2005:AR7928,30 september 2005 Eerste Kamer Nr. C04/060HR JMH Hoge Raad der Nederlanden,"30 september 2005 Eerste Kamer Nr. C04/060HR JMH Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. P.J.M. von Schmidt auf Altenstadt, t e g e n [Verweerster], wonende te [woonplaats], VERWEERSTER in cassatie, niet verschenen. 1. Het geding in feitelijke instantie..."
ECLI:NL:HR:2003:AJ3207,ECLI:NL:HR:2003:AJ3207,31 oktober 2003 Eerste Kamer Nr. C02/143HR JMH/MD Hoge Raad der Nederlanden,"31 oktober 2003 Eerste Kamer Nr. C02/143HR JMH/MD Hoge Raad der Nederlanden Arrest in de zaak van: [Eiser], wonende te [woonplaats], EISER tot cassatie, advocaat: mr. J.M. van der Linden, t e g e n [Verweerder], handelend onder de naam Holland Field Engineering, wonende te [woonplaats], VERWEERDER in cassatie, niet verschenen. 1. Het geding in feitelijke instantie..."
ECLI:NL:HR:2003:AF7331,ECLI:NL:HR:2003:AF7331,30 september 2003 Strafkamer nr. 01790/02 IV/ABG Hoge Raad der Nederlanden,"30 september 2003 Strafkamer nr. 01790/02 IV/ABG Hoge Raad der Nederlanden Arrest op het beroep in cassatie tegen een arrest van het Gerechtshof te 's-Hertogenbosch van 27 februari 2002, nummer 20/001528-00, in de strafzaak tegen:"
